5999
0.01	52.15643447	52.0024208
0.02	52.21814324	52.01745999
0.03	52.27899111	52.039428
0.04	52.33873792	52.06453267
0.05	52.39714789	52.09133903
0.06	52.4539905	52.11928477
0.07	52.50904142	52.14806397
0.08	52.56208338	52.17744501
0.09	52.56208338	52.20386099
0.1	52.61290705	52.22970259
0.11	52.66131187	52.25612189
0.12	52.70710678	52.28316172
0.13	52.75011107	52.31057433
0.14	52.82708057	52.34045591
0.15	52.86074203	52.37054335
0.16	52.89100652	52.39959009
0.17	52.91775463	52.42721549
0.18	52.94088077	52.45329891
0.19	52.96029369	52.47780358
0.2	52.97591676	52.50065128
0.21	52.98768834	52.52179917
0.22	52.99556196	52.54117275
0.23	52.99950656	52.55870662
0.24	52.99950656	52.57432915
0.25	52.99556196	52.58798698
0.26	52.98768834	52.59960478
0.27	52.97591676	52.60913975
0.28	52.96029369	52.61654478
0.29	52.94088077	52.62177853
0.3	52.91775463	52.62483682
0.31	52.89100652	52.62568472
0.32	52.86074203	52.62431309
0.33	52.82708057	52.62071725
0.34	52.79015501	52.61490257
0.35	52.75011107	52.60690317
0.36	52.70710678	52.59672879
0.37	52.66131187	52.58442078
0.38	52.61290705	52.57001148
0.39	52.56208338	52.55356356
0.4	52.50904142	52.53513756
0.41	52.4539905	52.51479676
0.42	52.39714789	52.49261181
0.43	52.33873792	52.46867275
0.44	52.27899111	52.4430749
0.45	52.21814324	52.41590308
0.46	52.15643447	52.38726749
0.47	52.09410831	52.3572728
0.48	52.03141076	52.326039
0.49	51.96858924	52.29367916
0.5	51.90589169	52.26032178
0.51	51.84356553	52.22609227
0.52	51.78185676	52.19112408
0.53	51.72100889	52.15554932
0.54	51.66126208	52.11949642
0.55	51.60285211	52.08312257
0.56	51.5460095	52.04656009
0.57	51.49095858	52.00994505
0.58	51.43791662	51.9734228
0.59	51.38709295	51.93712699
0.6	51.33868813	51.90121109
0.61	51.29289322	51.86579871
0.62	51.24988893	51.83103332
0.63	51.20984499	51.7970449
0.64	51.17291943	51.76397229
0.65	51.13925797	51.73193881
0.66	51.10899348	51.70106388
0.67	51.08224537	51.67146998
0.68	51.05911923	51.64326787
0.69	51.03970631	51.61656559
0.7	51.02408324	51.59146642
0.71	51.01231166	51.56806834
0.72	51.00443804	51.54645304
0.73	51.00049344	51.52671007
0.74	51.00049344	51.50891092
0.75	51.00443804	51.49312345
0.76	51.01231166	51.4794049
0.77	51.02408324	51.46781579
0.78	51.03970631	51.4583921
0.79	51.05911923	51.45116724
0.8	51.08224537	51.44616243
0.81	51.10899348	51.44341845
0.82	51.13925797	51.44291146
0.83	51.17291943	51.44465229
0.84	51.20984499	51.44864061
